"No.","Time","Source","Destination","Protocol","Length","Info"
"3203","205.210674","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=2911 Ack=1899383 Win=65535 Len=0"
"3204","205.210797","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=1899383 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3205","205.210800","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=1900843 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3206","205.210801","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=1902303 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3207","205.210875","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=1903763 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3208","205.210946","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=2911 Ack=1905223 Win=65535 Len=0"
"3209","205.210985","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=1905223 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3210","205.210987","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=1906683 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3211","205.211093","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=2911 Ack=1908143 Win=65535 Len=0"
"3212","205.211252","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=1908143 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3213","205.211255","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=1909603 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3214","205.211256","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=1911063 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3215","205.211421","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=2911 Ack=1912523 Win=65535 Len=0"
"3216","205.211462","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=1912523 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3217","205.211464","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=1913983 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3218","205.211470","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=1915443 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3219","205.211653","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=2911 Ack=1916903 Win=65535 Len=0"
"3220","205.211717","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=1916903 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3221","205.211719","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=1918363 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3222","205.211846","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=2911 Ack=1919823 Win=65535 Len=0"
"3223","205.211860","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=1919823 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3224","205.211863","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=1921283 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3225","205.211970","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=2911 Ack=1922743 Win=65535 Len=0"
"3226","205.211997","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=1922743 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3227","205.212000","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=1924203 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3228","205.212067","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=1925663 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3229","205.212199","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=2911 Ack=1927123 Win=65535 Len=0"
"3230","205.212228","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=1927123 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3231","205.212231","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=1928583 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3232","205.212299","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=1930043 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3233","205.212355","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=2911 Ack=1931503 Win=65535 Len=0"
"3234","205.212416","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=1931503 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3235","205.212500","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=2911 Ack=1932963 Win=65535 Len=0"
"3236","205.212544","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=1932963 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3237","205.212546","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=1934423 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3238","205.212653","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=2911 Ack=1935883 Win=65535 Len=0"
"3239","205.212844","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=1935883 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3240","205.212847","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=1937343 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3241","205.212955","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=2911 Ack=1938803 Win=65535 Len=0"
"3242","205.212963","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=1938803 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3243","205.212965","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=1940263 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3244","205.213112","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=2911 Ack=1941723 Win=65535 Len=0"
"3245","205.213215","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=1941723 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3246","205.213217","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=1943183 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3247","205.213319","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=1944643 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3248","205.213322","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=1946103 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3249","205.213374","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=2911 Ack=1944643 Win=65535 Len=0"
"3250","205.213417","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=1947563 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3251","205.213419","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=1949023 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3252","205.213470","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=2911 Ack=1947563 Win=65535 Len=0"
"3253","205.213549","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=2911 Ack=1950483 Win=65535 Len=0"
"3254","205.213691","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=1950483 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3255","205.213694","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=1951943 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3256","205.213695","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=1953403 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3257","205.213781","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=1954863 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3258","205.213897","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=1956323 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3259","205.213915","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=2911 Ack=1956323 Win=65535 Len=0"
"3260","205.213999","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=2911 Ack=1957783 Win=65535 Len=0"
"3261","205.214052","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=1957783 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3262","205.214054","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=1959243 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3263","205.214165","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=2911 Ack=1960703 Win=65535 Len=0"
"3264","205.214177","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=1960703 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3265","205.214180","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=1962163 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3266","205.214262","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=1963623 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3267","205.214291","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=2911 Ack=1963623 Win=65535 Len=0"
"3268","205.214394","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=2911 Ack=1965083 Win=65535 Len=0"
"3269","205.214428","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=1965083 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3270","205.214431","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=1966543 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3271","205.214491","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=1968003 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3272","205.214563","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=2911 Ack=1968003 Win=65535 Len=0"
"3273","205.214618","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=1969463 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3274","205.214638","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=2911 Ack=1969463 Win=65535 Len=0"
"3275","205.214716","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=2911 Ack=1970923 Win=65535 Len=0"
"3276","205.214755","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=1970923 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3277","205.214758","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=1972383 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3278","205.214830","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=1973843 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3279","205.214870","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=2911 Ack=1973843 Win=65535 Len=0"
"3280","205.214949","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=2911 Ack=1975303 Win=65535 Len=0"
"3281","205.215025","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=1975303 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3282","205.215032","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=1976763 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3283","205.215116","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=1978223 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3284","205.215119","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=1979683 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3285","205.215124","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=2911 Ack=1978223 Win=65535 Len=0"
"3286","205.215196","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=1981143 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3287","205.215275","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=2911 Ack=1982603 Win=65535 Len=0"
"3288","205.215742","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=1982603 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3289","205.215845","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=2911 Ack=1984063 Win=65535 Len=0"
"3290","205.216796","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=1984063 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3291","205.216799","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=1985523 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3292","205.216800","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=1986983 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3293","205.216838","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=1988443 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3294","205.216841","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=1989903 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3295","205.216842","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=1991363 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3296","205.216860","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=1992823 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3297","205.216879","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=1994283 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3298","205.216882","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=1995743 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3299","205.217301","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=2911 Ack=1997203 Win=65535 Len=0"
"3300","205.220272","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=1997203 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3301","205.220277","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=1998663 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3302","205.220278","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2000123 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3303","205.220279","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2001583 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3304","205.220284","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2003043 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3305","205.220287","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2004503 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3306","205.220291","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2005963 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3307","205.220293","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2007423 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3308","205.220299","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2008883 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3309","205.220302","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2010343 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3310","205.220303","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2011803 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3311","205.220304","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2013263 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3312","205.220309","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2014723 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3313","205.220311","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2016183 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3314","205.220316","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2017643 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3315","205.220318","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2019103 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3316","205.220325","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2020563 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3317","205.220328","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2022023 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3318","205.220329","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2023483 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3319","205.220332","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2024943 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3320","205.220333","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2026403 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3321","205.220335","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2027863 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3322","205.220340","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2029323 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3323","205.220341","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2030783 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3324","205.220343","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2032243 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3325","205.220348","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2033703 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3326","205.220351","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2035163 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3327","205.220360","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2036623 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3328","205.220363","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2038083 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3329","205.220364","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2039543 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3330","205.220366","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2041003 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3331","205.220367","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [PSH, ACK] Seq=2042463 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3332","205.220850","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2043923 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3333","205.220853","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2045383 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3334","205.220859","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2046843 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3335","205.220863","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2048303 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3336","205.220864","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2049763 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3337","205.220865","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2051223 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3338","205.220870","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2052683 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3339","205.220872","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2054143 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3340","205.220875","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2055603 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3341","205.220877","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2057063 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3342","205.220883","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2058523 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3343","205.220886","2.56.57.108","192.168.1.216","TCP","1513","80  >  49738 [PSH, ACK] Seq=2059983 Ack=2911 Win=64240 Len=1459 [TCP segment of a reassembled PDU]"
"3344","205.221656","192.168.1.216","2.56.57.108","TCP","54","49738  >  80 [ACK] Seq=2911 Ack=2061442 Win=65535 Len=0"
"3345","205.221771","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2061442 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3346","205.221774","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2062902 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3347","205.221780","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2064362 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3348","205.221782","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2065822 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3349","205.221783","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2067282 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3350","205.221788","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2068742 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3351","205.221789","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2070202 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3352","205.221793","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2071662 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3353","205.221803","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2073122 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3354","205.221807","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2074582 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3355","205.221809","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2076042 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3356","205.221811","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2077502 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3357","205.221812","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2078962 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3358","205.221814","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2080422 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3359","205.221815","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2081882 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3360","205.221817","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2083342 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3361","205.221819","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2084802 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3362","205.221823","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2086262 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3363","205.221825","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2087722 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"3364","205.221831","2.56.57.108","192.168.1.216","TCP","1514","80  >  49738 [ACK] Seq=2089182 Ack=2911 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
